"SFM1H" "SFM2H" "SFM3H" "MEL1H" "MEL2H" "MEL3H"
"comp11480_seq1" 46 83 43 66 87 86
"comp1417_seq3" 564.68 707.76 459.57 453.92 547.12 435.17
"comp15662_seq0" 4 6 0 15 14 7
"comp2837_seq2" 1222.5 1017.3 1420.65 821.66 1212.23 754.69
"comp6846_seq0" 6 19 4 4 11 7
"comp36504_seq0" 0 0 0 2 1 2
"comp6154_seq0" 30.78 11.92 25.4 19.63 14.92 15.45
"comp9007_seq2" 69.74 29.54 60.59 33.68 47.65 44.38
"comp45291_seq0" 0 1 1 0 0 0
"comp34048_seq0" 1 2 1 3 4 1
"comp42654_seq0" 4 2 0 0 0 2
"comp34338_seq0" 1 3 0 4 1 1
"comp583_seq0" 943 1004 911 523 721 506
"comp52633_seq0" 0 0 0 0 0 0
"comp38790_seq0" 1 0 0 2 0 1
"comp24574_seq0" 2 0 3 0 0 0
"comp48678_seq0" 0 0 1 0 0 0
"comp34360_seq0" 14 1 5 2 8 1
"comp20524_seq0" 1 7 8 1 1 2
"comp56818_seq0" 0 0 0 0 0 0
"comp25318_seq0" 10 10 1 5 1 7
"comp30411_seq0" 2 11 0 6 14 7
"comp50169_seq0" 0 0 0 0 0 0
"comp3162_seq0" 483 416 919 563 667 532
"comp58827_seq0" 1 0 2 3 0 0
"comp51822_seq0" 0 2 0 0 0 6
"comp29227_seq0" 0 11 3 5 1 4
"comp7251_seq1" 417 260 443 339 315 417
"comp32063_seq0" 0 0 1 2 1 23
"comp21453_seq0" 1 1 1 3 8 11
"comp13999_seq0" 15 5 4 14 0 2
"comp36185_seq0" 9 2 2 4 1 0
"comp37486_seq0" 1 0 1 4 0 0
"comp4560_seq0" 183.45 99 24 73 106 124
"comp54640_seq0" 1 0 0 0 0 6
"comp15798_seq0" 27 16 43 39 57 45
"comp34151_seq0" 1 0 2 6 1 0
"comp8808_seq0" 96 47 107 96 107 71
"comp16397_seq0" 4 15 6 9.06 14 8
"comp14153_seq0" 5 0 4 0 10 1
"comp56571_seq0" 0 0 0 0 0 4
"comp18555_seq0" 1 2 4 2 19 2
"comp2923_seq0" 57.54 17.97 38.38 62.85 61.22 26.38
"comp31637_seq0" 0 0 0 1 0 0
"comp38632_seq0" 2 0 3 0 1 1
"comp44372_seq0" 1 2 1 0 4 0
"comp16033_seq1" 16.11 33.08 13.78 0 5.9 4.99
"comp12061_seq0" 53 39 114 103 96 84
"comp10413_seq0" 67.04 51.52 98.61 71.94 75.06 80.34
"comp28728_seq0" 7 11 1 12 16 21
"comp26717_seq0" 5 6 0 1 3 2
"comp40322_seq0" 4 3 0 0 0 2
"comp17689_seq0" 9 2 5 8 13 0
"comp392_seq1" 9298.02 6257.62 12015.71 11523.74 10705.88 11116.19
"comp46689_seq0" 0 0 0 2 0 0
"comp55093_seq0" 0 1 1 0 3 0
"comp297_seq2" 5443.53 7349.72 10547.03 5632.71 3880.75 6478.41
"comp36966_seq0" 1 0 0 6 0 0
"comp33055_seq0" 0 1 3 0 1 0
"comp10726_seq1" 37 42 51 53 43 62
"comp26744_seq0" 0 1 0 0 2 0
"comp47397_seq0" 0 0 10 4 0 0
"comp18693_seq0" 4 1 4 0 1 0
"comp51699_seq0" 0 0 0 0 1 0
"comp5490_seq0" 177 84 91 213 231 271
"comp45940_seq0" 1 2 1 0 2 1
"comp38980_seq0" 4 3 0 0 0 0
"comp38691_seq0" 0 0 0 1 2 0
"comp20083_seq0" 13 11 11 10 15 18
"comp21029_seq0" 4 11 9 3 8 0
"comp8446_seq0" 8 1 28 14 26 18
"comp3545_seq0" 101.9 73.2 111.16 129.82 102.31 116.57
"comp35278_seq0" 0 0 3 1 1 3
"comp27358_seq0" 0 0 1 3 3 0
"comp25623_seq0" 21 14 13 14 2 2
"comp52471_seq0" 0 0 1 4 1 0
"comp10733_seq4" 5.51 14.7 0 49.36 40.42 38.09
"comp54482_seq0" 0 0 0 1 0 3
"comp27131_seq0" 0 0 0 0 2 1
"comp51845_seq0" 0 0 0 0 3 0
"comp54741_seq0" 0 0 0 5 0 0
"comp2811_seq1" 198.75 252.19 161.83 278.9 592.32 377.83
"comp18472_seq0" 24 21 41 19 15 14
"comp11477_seq0" 125 56 176 182 155 141
"comp32404_seq0" 3 0 4 4 3 12
"comp21010_seq1" 17 0 23.89 12 16 6
"comp2013_seq0" 371 266.18 495.21 466.46 508.7 412.44
"comp54280_seq0" 2 0 0 0 0 0
"comp3820_seq0" 294 254 332 232 302 376
"comp29602_seq0" 4 1 0 1 0 0
"comp1289_seq0" 168 776 146 190 197 534
"comp13789_seq0" 42 26 28 34 32 33
"comp6408_seq0" 109 141 36 216 282 308
"comp18270_seq0" 34 16 30 38 39 72
"comp37924_seq0" 1 0 3 3 17 5
"comp1416_seq1" 75.99 40.83 58.21 18.16 58.04 10.35
"comp301_seq1" 2386.61 1849.83 1530.33 2205.74 1598.82 2211.04
"comp24177_seq0" 2 0 5 1 4 2
"comp31588_seq0" 0 3 9 2 7 0
"comp20127_seq0" 8 4 7 8 18 4
"comp28869_seq0" 4 0 5 3 5 2
"comp33875_seq0" 0 0 0 0 0 2
"comp45232_seq0" 6 0 2 1 1 0
"comp45468_seq0" 1 5 0 0 0 2
"comp23130_seq0" 16 16 19 5 9 3
"comp3205_seq1" 293 306 913 168 214 439
"comp10050_seq1" 61.86 72.39 114.38 56.33 77.09 91.01
"comp40345_seq0" 1 0 2 0 0 0
"comp15455_seq1" 29 38 2 22 10 12
"comp45773_seq0" 2 8 0 1 2 0
"comp45430_seq0" 0 0 7 0 0 0
"comp14819_seq0" 15.08 52.29 7.26 2.96 13 11.68
"comp40035_seq0" 0 0 2 0 1 2
"comp9053_seq1" 234 160 342 450 227 462.65
"comp17249_seq0" 0 1.33 2.72 3.63 7.55 12.56
"comp9851_seq0" 2 3 1 2 10 10
"comp28641_seq0" 4 7 11 6 8 8
"comp32959_seq0" 3 3 1 3 5 1
"comp49951_seq0" 0 1 0 0 0 4
"comp54516_seq0" 0 0 1 5 0 0
"comp8097_seq0" 56 42 45 80 46 70
"comp20406_seq0" 8 6 16 14 28 11
"comp6220_seq2" 134.84 122.34 121.48 179.79 170.06 226.31
"comp12380_seq2" 6 0 0 0 0 0
"comp9626_seq0" 12 14 14 8 20 18
"comp16629_seq0" 8 23 11 9 3 8
"comp16831_seq0" 3 1 0 3 0 0
"comp12182_seq1" 113 51 215 145 166 124
"comp1857_seq0" 1609 998 1967 1257 1077 1110
"comp23679_seq0" 12 7 14 12 11 8
"comp38665_seq0" 0 0 0 0 1 0
"comp38500_seq0" 6 0 4 0 1 1
"comp37125_seq0" 0 0 1 1 0 0
"comp36426_seq0" 0 1 0 3 4 3
"comp47892_seq0" 0 0 0 0 0 0
"comp47274_seq0" 0 0 0 1 0 2
"comp36833_seq0" 0 0 0 3 1 1
"comp57752_seq0" 0 0 2 0 0 0
"comp52010_seq0" 0 0 0 0 3 0
"comp46001_seq0" 4 5 0 4 0 5
"comp27736_seq0" 0 0 3 0 0 4
"comp54146_seq0" 0 0 0 0 1 0
"comp36794_seq0" 2 2 0 8 13 2
"comp45928_seq0" 1 0 0 3 2 1
"comp54313_seq0" 0 0 2 1 2 0
"comp32618_seq0" 2 1 0 6 1 2
"comp11952_seq0" 30 42 27 33 55 63
"comp18957_seq0" 8 4 16 11 10 9
"comp731_seq0" 1871 1826 933 2487 3357.66 3232
"comp43729_seq0" 3 0 3 3 3 0
"comp21369_seq0" 8.63 18.58 10.29 11.94 11.79 13.29
"comp31908_seq0" 0 0 0 0 3 0
"comp2192_seq1" 258.66 204.56 421.53 338.73 371.89 378.75
"comp15635_seq0" 25 15 41 15 23 26
"comp35552_seq0" 4 2 11.03 14 16.13 4
"comp15508_seq0" 13 5 12 17 8 12
"comp37464_seq0" 1 1 0 2 0 1
"comp58035_seq0" 1 0 0 0 0 0
"comp58345_seq0" 0 0 0 0 0 1
"comp17218_seq1" 0 3.26 12.5 13 9.12 6.61
"comp40062_seq0" 3 0 0 0 0 3
"comp24098_seq0" 2 20 4 2 4 5
"comp28281_seq0" 0 0 0 2 0 0
"comp12321_seq0" 36 32 36 60 60 56
"comp11113_seq2" 56.63 51 98.63 29.3 42.47 37.5
"comp518_seq0" 238 226 439 249 605 335
"comp45265_seq0" 2 0 6 0 0 1
"comp3385_seq0" 310 232 315 310 346 375
"comp53652_seq0" 0 0 0 0 0 0
"comp28740_seq0" 0 1 11 0 3 1
"comp56203_seq0" 0 0 0 5 0 0
"comp37512_seq0" 0 1 1 0 0 0
"comp23636_seq0" 2 2 0 6 6 2
"comp34756_seq0" 0 0 0 0 2 1
"comp403_seq0" 11 25 5 7 26 13
"comp29530_seq0" 3 0 1 0 0 28
"comp44057_seq0" 1 1 1 1 1 6
"comp7996_seq0" 4 0 3 25 0 1
"comp36984_seq0" 0 0 8 0 0 0
"comp30850_seq0" 2 3 0 3 1 5
"comp37142_seq0" 1 1 0 0 4 0
"comp9373_seq0" 85 80 67 91 123 131
"comp54628_seq0" 0 0 0 2 0 2
"comp27779_seq0" 8 9.92 15 6.83 13.01 10
"comp29568_seq0" 7 0 0 0 2 0
"comp32323_seq0" 6 3 0 0 0 6
"comp13075_seq1" 8.94 10.02 13.65 40.46 13.52 5.36
"comp50678_seq0" 2 2 2 0 4 12
"comp1000_seq0" 1145.95 492 776 1023 1114 1292
"comp12095_seq0" 47 79 82 36 37 158
"comp28973_seq0" 3 7 6 8 15 11
"comp48169_seq0" 0 1 2 0 2 0
"comp55712_seq0" 0 0 0 0 0 2
"comp40827_seq0" 6 0 0 0 1 1
"comp34020_seq0" 0 1 6 0 0 0
"comp7174_seq0" 138 114 78 57 49 96
"comp44877_seq0" 2 1 0 0 0 1
"comp23224_seq0" 3 0 1 0 5 5
"comp17001_seq0" 10 25 26 21 12 18
"comp30070_seq0" 2 4 0 0 6 0
"comp35475_seq0" 2 0 0 3 2 0
"comp5133_seq0" 8.89 18.9 84.39 55.47 96.74 7.35
"comp16274_seq0" 26 31 17 39 38 21
"comp24246_seq1" 4 3 0 14 11 1
"comp16892_seq0" 3 0 1 1 0 6
"comp43830_seq0" 4 0 1 0 0 0
"comp5104_seq0" 127 112 134 135 137 116
"comp9749_seq1" 119 79 19 113.64 39 130
"comp4083_seq0" 430 451 306 465 610 473
"comp4881_seq1" 431 24 330 8 208 182
"comp47831_seq0" 0 2 0 0 0 0
"comp37003_seq0" 2 1 0 0 1 0
"comp47629_seq0" 0 0 0 0 0 0
"comp27_seq1" 33750.99 43695.07 30773.13 29083.24 40118.3 32299.24
"comp11346_seq2" 1.85 44.92 0 53.9 1.71 0
"comp10382_seq0" 17.18 34.47 30.13 15.14 14.66 16.11
"comp58322_seq0" 0 0 0 0 0 0
"comp1001_seq2" 752.01 629.33 1011.64 1036.36 854.95 1777.06
"comp51327_seq0" 0 1 0 2 6 0
"comp13000_seq0" 33 35 32 46 56 82
"comp41419_seq0" 5 1 1 4 0 1
"comp32526_seq0" 3 0 0 0 1 0
"comp7695_seq0" 128 77 118 75 115 85
"comp9015_seq0" 19.49 21 22.2 7.37 34.38 26.89
"comp35296_seq0" 0 1 0 0 1 0
"comp25664_seq0" 4 0 0 7 10 12
"comp1151_seq1" 57.78 186.7 72.37 87.18 130.34 136.11
"comp54014_seq0" 0 0 3 0 6 0
"comp56108_seq0" 0 0 0 1 1 0
"comp249_seq2" 3294 301 3941 9677 2023 2257
"comp5971_seq2" 60.99 56.94 35.35 42.74 81.49 70.39
"comp8193_seq0" 163 181 108 62 102 94
"comp34399_seq0" 0 5 0 1 1 0
"comp9441_seq0" 35 7 35 25 30 46
"comp38769_seq0" 0 0 0 0 0 3
"comp23775_seq0" 1 0 0 4 2 0
"comp40902_seq0" 0 0 0 0 0 0
"comp26558_seq0" 0 0 4 12 4 6
"comp54865_seq0" 0 0 0 0 1 6
"comp14572_seq0" 29 12 24 48 42 61
"comp32386_seq0" 2 6 1 0 12 0
"comp51761_seq0" 1 0 0 1 0 0
"comp5970_seq0" 53 60 45 74 96 86
"comp13448_seq0" 9 7.38 14.06 0 15 7
"comp29190_seq1" 2 3 3 0 4 3
"comp58582_seq0" 0 2 0 0 0 1
"comp51587_seq0" 0 0 0 0 0 0
"comp2735_seq4" 15.49 42.21 14.91 23.21 34.53 67.5
"comp19215_seq0" 23 25 20 34 38 201
"comp46597_seq0" 4 0 0 0 0 0
"comp3231_seq0" 118 94 89 102 115 116
"comp48355_seq0" 0 0 1 2 1 4
"comp2759_seq3" 0 0 0 0 0 0
"comp3983_seq1" 334 268 366 260 318 349
"comp8856_seq0" 138 100 147 133 97 179
"comp43480_seq0" 1 3 0 0 0 0
"comp16806_seq1" 0 0 0 18.98 14.37 46
"comp3078_seq3" 485.38 301.45 454.55 416.59 588.42 503.28
"comp25180_seq0" 0 3 3 4 6 3
"comp43282_seq0" 0 0 0 0 1 1
"comp12581_seq0" 27.65 15.16 12.12 7.05 6 10.07
"comp17961_seq0" 3 0 0 2 11 2
"comp26011_seq0" 16 3 5 3 7 5
"comp43625_seq0" 0 0 4 0 0 0
"comp12767_seq0" 10 4 11 8 4 6
"comp5319_seq0" 403.94 379.51 464.65 308.04 465.93 421.26
"comp50190_seq0" 1 0 0 7 2 2
"comp13960_seq0" 10 19.09 5.16 12.92 53.8 34.02
"comp6180_seq0" 170 115 158 195 150 222
"comp15739_seq0" 15 29 25 6 10 20
"comp36844_seq0" 3 0 0 0 1 0
"comp37963_seq0" 0 0 0 0 0 0
"comp32583_seq0" 0 5 1 0 0 1
"comp954_seq1" 227 253 467 445 646 430
"comp40416_seq0" 0 0 4 2 3 2
"comp47742_seq0" 1 0 2 0 7 1
"comp12315_seq1" 26 11 31 31 38 39
"comp13938_seq0" 5 4 28 9 26 2
"comp47481_seq0" 3 0 3 0 2 4
"comp17859_seq1" 0 2.5 17.51 0 0 0
"comp4048_seq0" 155 173 5 305 251 411
"comp55277_seq0" 0 0 1 0 0 0
"comp44156_seq0" 0 0 0 4 0 3
"comp48696_seq0" 0 9 0 0 5 1
"comp5920_seq1" 154 147 163 138 180 239.9
"comp14455_seq0" 19 20 0 52 28 43
"comp38828_seq0" 1 1 1 0 1 1
"comp16481_seq0" 4 1 14 14 8 6
"comp20290_seq1" 5.61 1.15 13.7 16.82 14.68 10.97
"comp33129_seq0" 0 0 0 2 3 6
"comp36817_seq0" 1 0 0 0 0 0
"comp20563_seq0" 22 7 15 15 4 6
"comp587_seq1" 1379 703 965 666 789 963
"comp10115_seq0" 0 3 1 2 6 4
"comp780_seq1" 898.19 833.93 771.89 1217.22 809.15 1425.88
"comp21409_seq0" 2 5 2 10 7 8
"comp4105_seq0" 18 25 18 272 27 105
"comp51638_seq0" 0 0 0 0 0 0
"comp1219_seq2" 57.71 36.11 68.16 27.41 70.7 41.11
"comp10545_seq0" 36.97 10.22 59.04 31.31 28 36.71
"comp46961_seq0" 0 0 0 6 5 0
"comp14109_seq0" 10.56 20 34.58 4.22 2.08 3.79
"comp36483_seq0" 7 4 7 0 1 0
"comp51660_seq0" 0 0 0 1 4 0
"comp37304_seq0" 0 0 0 0 0 0
"comp51505_seq0" 0 1 4 5 4 1
"comp27675_seq0" 15 19 10 10 10 20
"comp6668_seq3" 82.22 62.09 69.62 57.13 52.92 74.33
"comp19604_seq0" 24.93 24.68 37.25 25.2 35.49 28.75
"comp28890_seq0" 13 1 0 8 2 16
"comp5432_seq0" 89 83 69 34 56 29
"comp22458_seq0" 6 5 4 6 14 7
"comp31068_seq0" 0 5 0 19 11 5
"comp30186_seq1" 1 0 0 5 0 1
"comp57371_seq0" 0 0 1 0 0 1
"comp17597_seq0" 77 55 71 91 98 75
"comp6909_seq0" 113.4 117.13 127.76 175.38 162.27 195.36
"comp19449_seq1" 37 22 20 25 16 26
"comp52266_seq0" 0 3 9 2 3 1
"comp43642_seq0" 0 0 0 0 0 1
"comp31030_seq0" 0 0 2 2 0 0
"comp31340_seq0" 3 2 1 6 14 4
"comp37111_seq1" 0 1 0 0 0 8
"comp28474_seq0" 22 7 18 12 23 9
"comp46194_seq0" 2 1 0 0 2 1
"comp54337_seq0" 9 0 0 0 3 0
"comp42497_seq0" 0 0 1 0 1 0
"comp54047_seq0" 0 0 0 0 0 0
"comp15820_seq0" 4 0 0 6 1 1
"comp53370_seq0" 1 0 0 0 3 0
"comp4187_seq0" 379 300 214 270 201 219
"comp32024_seq0" 1 0 4 0 0 1
"comp51184_seq0" 0 1 0 0 0 0
"comp47725_seq0" 0 1 1 0 4 3
"comp51733_seq0" 0 0 0 0 1 2
"comp19119_seq0" 12 7 31 7 24 13
"comp18739_seq0" 6 2 11 12 3 32
"comp41754_seq0" 0 0 0 0 5 0
"comp26166_seq0" 2 1 1 2 10 1
"comp5617_seq0" 179 145 176 115 147 144
"comp46884_seq0" 0 0 0 0 1 3
"comp42543_seq0" 3 0 3 2 0 3
"comp40950_seq0" 3 0 0 1 0 2
"comp51470_seq0" 0 0 0 4 0 0
"comp51894_seq0" 0 0 0 0 0 0
"comp54996_seq0" 0 0 0 1 0 0
"comp37441_seq0" 0 0 0 1 0 0
"comp37782_seq0" 0 0 0 0 7 1
"comp14287_seq0" 19 20 25 7 10 3
"comp8685_seq3" 6.86 1.12 6 3 4 2
"comp51272_seq0" 2 1 1 0 0 0
"comp58277_seq0" 0 0 4 0 0 0
"comp3044_seq0" 237 87 209 274 153 199
"comp29877_seq0" 0 2 0 2 2 0
"comp40394_seq0" 0 0 0 0 2 5
"comp33440_seq0" 3 2 9 12 15 0
"comp8556_seq0" 50 62 143 101 153 101
"comp52989_seq0" 0 1 0 0 1 1
"comp57569_seq0" 0 0 1 0 0 0
"comp28180_seq0" 1 0 2 1 1 2
"comp4395_seq0" 105 72 76 58 92 95
"comp33242_seq0" 2 0 0 0 0 1
"comp19549_seq0" 12 8 7 12 7 8
"comp5784_seq1" 111 118 98 120 122 137
"comp17497_seq1" 13 18 8 25 19 29
"comp3455_seq0" 13.98 0 41.52 7.11 11.51 18.88
"comp42113_seq0" 0 1 1 0 0 0
"comp32737_seq0" 2 1 2 0 1 0
"comp3093_seq0" 81 126 33 96 64 144
"comp42346_seq0" 5 6 1 2 3 2
"comp42036_seq0" 1 0 2 5 2 0
"comp37931_seq0" 3 0 1 0 0 1
"comp606_seq0" 2518.14 2937.59 1789.56 5378.52 2673.19 3262.98
"comp55582_seq0" 0 1 0 0 0 0
"comp26907_seq0" 5 10 3 1 26 1
"comp6409_seq2" 29.82 30.56 33.67 13.09 25.79 39.32
"comp27124_seq0" 11 3 0 12 28 13
"comp49098_seq0" 0 0 0 0 0 20
"comp45355_seq0" 1 0 0 0 0 0
"comp23309_seq0" 22.71 28 10.48 28 17 40
"comp43577_seq0" 0 0 0 0 0 0
"comp30927_seq0" 0 2 0 6 0 1
"comp38296_seq0" 0 0 1 0 1 0
"comp28664_seq0" 3 2 4 12 6 3
"comp19120_seq1" 34.28 28 18.24 30 17 31.45
"comp44568_seq0" 0 0 1 0 0 0
"comp20592_seq0" 8 34 11 9 11 11
"comp3272_seq0" 264.54 318.02 384.15 520.89 292.35 258.51
"comp34977_seq0" 0 0 4 2 0 0
"comp20778_seq1" 6 13 3 6 16 21
"comp12806_seq0" 39 13 26 44 62 53
"comp33968_seq0" 1 1 5 3 2 4
"comp44530_seq0" 2 2 3 3 2 10
"comp7118_seq0" 104 121 126 117 221 163
"comp16581_seq1" 32.07 21.55 12.3 31.24 36.86 22
"comp14614_seq0" 3 7 28 5 14 22
"comp33930_seq0" 5 0 0 0 4 0
"comp35769_seq0" 0 0 0 0 0 1
"comp29057_seq0" 0 2 4 6 7 1
"comp16767_seq1" 6 3 2 3 6 7
"comp37992_seq0" 0 0 0 0 1 0
"comp54786_seq0" 1 0 1 0 0 0
"comp14205_seq0" 16 14 23 17 21 0
"comp27527_seq0" 0 0 0 0 1 0
"comp7401_seq0" 3.61 7.26 0 0 25.63 24.15
"comp46933_seq0" 0 0 0 0 2 0
"comp18820_seq0" 6 7 11 40 31 110
"comp56954_seq0" 0 0 0 0 0 2
"comp50880_seq0" 0 0 0 1 0 0
"comp18776_seq0" 1 1 0 0 0 0
"comp5471_seq0" 190.27 92.84 98.16 189.17 187.58 145.18
"comp19853_seq0" 12 1 15 10 1 8
"comp21259_seq0" 1 1 3 5 3 4
"comp9940_seq0" 10 14 9 3 10 13
"comp56390_seq0" 0 0 1 0 0 0
"comp25890_seq0" 8 0 4 8 6 2
"comp53816_seq0" 2 0 0 1 0 0
"comp42859_seq0" 0 0 0 1 0 0
"comp10219_seq0" 18 19 18 17 17 9
"comp39851_seq0" 0 0 0 1 0 3
"comp47315_seq0" 1 0 2 1 6 0
"comp5388_seq0" 169 62 201 96 134 188
"comp8334_seq0" 136 83.09 249.81 202.18 190.43 182.69
"comp52799_seq0" 1 3 0 0 0 0
"comp33682_seq0" 12 12 8 9 9 5
"comp43174_seq0" 0 0 0 1 0 0
"comp25474_seq0" 13 5 13 18 9 18
"comp59004_seq0" 0 0 0 0 0 1
"comp41380_seq0" 1 3 1 1 3 0
"comp367_seq0" 332.71 647.15 406.55 860.85 757.32 662.9
"comp8303_seq0" 112 36 91 180 188 189
"comp33225_seq0" 0 0 0 0 0 0
"comp39071_seq0" 0 0 0 2 1 32
"comp42079_seq0" 0 0 0 0 2 0
"comp9635_seq0" 7 13 11.01 14 13 12
"comp10220_seq1" 85.9 53.93 94.11 123.36 125.78 103.86
"comp22208_seq0" 3 0 0 0 0 0
"comp5313_seq3" 144.1 201.51 81.33 68.82 71.27 82.92
"comp11060_seq0" 0 0 0 2 2 2
"comp50308_seq0" 0 0 0 0 0 0
"comp772_seq0" 89 45 109 91 76 129
"comp14270_seq1" 1 13.14 1.68 1 1 27.67
"comp46443_seq0" 1 0 0 0 0 0
"comp24951_seq0" 6 7 6 6 0 6
"comp11348_seq0" 128 97 117 221 213 167
"comp26985_seq0" 1 0 1 0 0 0
"comp11038_seq0" 10 29.24 1 13 27 14
"comp14472_seq1" 29.05 18.93 36.5 4.46 27.09 11.82
"comp2580_seq1" 250 310 313 312 425 498
"comp45696_seq0" 0 0 0 0 1 1
"comp35828_seq0" 0 0 0 2 1 0
"comp557_seq1" 2565 2749 3277 3016 3188 3235
"comp7556_seq5" 42.69 36.93 23.47 19.64 33.87 87.57
"comp17884_seq0" 5 6 7 3 9 11
"comp20004_seq1" 6.27 22.87 3.16 11.35 27.33 22.26
"comp41808_seq0" 2 1 0 1 10 3
"comp19073_seq0" 9 27 5 34 28 24
"comp22042_seq0" 9 5 0 0 2 2
"comp50468_seq0" 1 0 1 0 5 0
"comp50232_seq0" 0 0 3 0 0 0
"comp43319_seq0" 0 0 0 0 0 0
"comp52356_seq0" 3 2 6 1 0 1
"comp18635_seq0" 34 33 32 89 73 104
"comp53427_seq0" 0 2 0 0 0 2
"comp20256_seq0" 16 17 11 3 6 10
"comp31557_seq0" 3 1 0 8 0 1
"comp38552_seq0" 2 0 1 5 7 5
"comp22332_seq0" 2 1 3 1 8 3
"comp36861_seq0" 2 2 0 0 1 0
"comp18508_seq0" 2 0 43 0 14 4
"comp1199_seq1" 338 171 165 383 215 439
"comp54723_seq0" 0 0 0 0 0 0
"comp53701_seq0" 0 0 0 0 2 0
"comp37229_seq0" 0 0 0 0 0 1
"comp55035_seq0" 0 0 0 0 1 0
"comp50430_seq0" 1 0 2 0 0 1
"comp50773_seq0" 0 0 0 0 0 0
"comp26845_seq0" 0 3 3 3 3 1
"comp55345_seq0" 1 0 0 0 1 0
"comp48928_seq0" 0 0 2 0 0 5
"comp2791_seq3" 7 2 2.06 8.41 4.98 22.76
"comp1128_seq0" 430 348 374 326 323 296
"comp15957_seq0" 6 13 17 4 0 0
"comp57700_seq0" 0 0 1 0 0 0
"comp5343_seq0" 51 90 93 53 107 121
"comp5646_seq1" 123.18 51.55 87.32 95.65 74.38 184.92
"comp12629_seq1" 16 9 5 9 15 15
"comp46917_seq0" 0 5 1 0 1 0
"comp16863_seq0" 8 11 10 12 24 7
"comp17944_seq0" 36 46 38 50 52 80
"comp12831_seq1" 30 34 86 73 56 57
"comp11216_seq0" 16 29 32 7 1 6
"comp16182_seq0" 34 16 29 39 14 37
"comp3559_seq1" 115.14 60.9 641.38 223.81 219.72 222.61
"comp26699_seq0" 7 12 12 23 14 21
"comp51744_seq0" 1 0 0 0 0 0
"comp42534_seq0" 0 0 0 0 0 0
"comp12610_seq0" 9 2 2 3 0 1
"comp52553_seq0" 0 1 0 0 0 0
"comp50940_seq0" 1 0 1 0 1 4
"comp6386_seq0" 43 30 45 31 18 22
"comp11900_seq0" 109 66 122 86 83 129
"comp6683_seq1" 91 55 86 85 91 111
"comp10704_seq0" 33 28 33 21 37 47
"comp27387_seq0" 0 0 0 0 0 0
"comp22103_seq0" 3 27 1 4 15 4
"comp3197_seq0" 574 513 763 522 411 603
"comp461_seq0" 1143.83 357.95 782.3 2906.79 1018.98 1373.99
"comp25641_seq0" 0 0 0 0 0 3
"comp41520_seq0" 1 0 1 0 0 0
"comp17434_seq0" 2 17 15 8 6 3
"comp40093_seq0" 3 49 0 0 0 0
"comp33774_seq0" 7 1 3 2 5 3
"comp9936_seq0" 17 22 29 11 24 48
"comp59191_seq0" 0 0 2 0 0 0
"comp5394_seq0" 241.65 86.7 149.41 279 218.99 169
"comp56029_seq0" 1 0 1 2 0 0
"comp1557_seq0" 424 416 404 469 421 538
"comp8987_seq1" 9.11 4.66 20.68 12.96 33.74 8.61
"comp35665_seq0" 0 4 0 3 2 4
"comp35500_seq0" 0 0 5 1 3 4
"comp53600_seq0" 0 0 4 2 0 1
"comp13294_seq0" 3.6 8 5.76 19.16 7 25
"comp4581_seq1" 325 224 225 295 305 284
"comp53565_seq0" 1 0 0 0 1 0
"comp13872_seq0" 4 0 22 1 1 0
"comp22025_seq0" 0 2 4 0 0 0
"comp56453_seq0" 2 0 0 1 3 0
"comp55322_seq0" 0 0 0 0 0 0
"comp26822_seq0" 1 5 22 1 5 1
"comp46434_seq0" 0 1 0 3 0 1
"comp21818_seq0" 0 5 9 5 7 0
"comp42137_seq0" 1 0 1 0 1 4
"comp4993_seq1" 149.37 222.77 114.73 59.19 151.55 75.49
"comp171_seq0" 7452.9 11067.22 12312.84 4690.82 12877.14 5253.54
"comp25973_seq0" 1 10 5 2 3 4
"comp1164_seq0" 276.02 224.3 103.39 105.9 152.1 69
"comp10858_seq0" 2 4 4 3 0 8
"comp42218_seq0" 0 0 0 0 1 0
"comp3609_seq0" 156 88 110 95 96 158
"comp51717_seq0" 0 0 0 0 0 0
"comp59132_seq0" 0 0 0 0 0 0
"comp45169_seq0" 0 1 2 2 2 1
"comp38475_seq0" 0 0 0 0 0 4
"comp23469_seq0" 1 1 1 2 0 1
"comp29156_seq0" 10 1 5 9 8 2
"comp57601_seq0" 1 0 0 0 0 0
"comp21571_seq0" 28 5 24 21 17 12
"comp19374_seq0" 0 6 0 23 3 10
"comp4212_seq0" 43 50 37 32 36 22
"comp5060_seq0" 121 114 167 175 149 217
"comp30802_seq0" 8 6 5 4 30 14
"comp52695_seq0" 0 0 0 0 0 2
"comp5729_seq0" 99.34 92 64.77 150.17 115.06 183.45
"comp22391_seq0" 0 1 3 11 2 1
"comp10078_seq0" 40 17 34 42 54 52
"comp47182_seq0" 0 0 0 1 0 0
"comp27305_seq0" 5 0 6 1 0 0
"comp46944_seq0" 0 0 0 0 0 7
"comp47863_seq0" 1 0 2 0 0 0
"comp14028_seq0" 1 2.16 9.17 0 1 0
"comp50291_seq0" 0 0 0 0 1 0
"comp37674_seq0" 1 1 0 0 0 1
"comp17917_seq0" 32 32 36 41 28 47
"comp26067_seq0" 28 18 16 28 50 10
"comp2595_seq3" 296.53 242.09 322.92 251.69 251.5 246.93
